Order_ID,Order_Date,Customer_Name,Category,Product,Region,Quantity,Sales,Discount,Profit,Month
ORD0287,2025-06-05,Gnaneswara,Furniture,Bookcase,West,4,10384,0.28,596.29,2025-06
ORD0288,2024-01-20,srujan,Office Supplies,Stapler,East,1,4643,0.19,544.12,2024-01
ORD0289,2025-04-07,koushik,Furniture,Sofa,East,2,3490,0.03,788.28,2025-04
ORD0290,2024-08-18,sravan,Technology,Keyboard,East,7,18669,0.19,3497.93,2024-08
ORD0291,2025-09-20,Neha,Technology,Keyboard,East,3,12483,0.04,1638.75,2025-09
ORD0292,2025-02-28,sravan,Office Supplies,Notebook,North,2,4334,0.29,294.52,2025-02
ORD0293,2024-03-03,Ananya,Technology,Monitor,South,10,2800,0.22,545.07,2024-03
ORD0294,2025-11-18,Gnaneswara,Office Supplies,Notebook,North,10,48430,0.23,4836.05,2025-11
ORD0295,2024-06-15,Pooja,Office Supplies,File Folder,East,4,14304,0.06,2964.98,2024-06
ORD0296,2024-07-18,koushik,Technology,Keyboard,East,3,10467,0.04,1224.71,2024-07
ORD0297,2025-02-19,Ravi,Office Supplies,Stapler,North,2,2066,0.29,182.89,2025-02
ORD0298,2024-09-06,Gnaneswara,Furniture,Desk,North,10,4630,0.2,358.46,2024-09
ORD0299,2025-02-25,manoj,Technology,Keyboard,South,1,3452,0.29,594.03,2025-02
ORD0300,2025-12-09,Neha,Office Supplies,File Folder,North,7,23583,0.04,2121.13,2025-12
ORD0301,2024-06-30,srujan,Technology,Monitor,North,9,1899,0.21,360.58,2024-06
ORD0302,2024-07-20,manoj,Furniture,Bookcase,South,8,11536,0.29,1406.08,2024-07
ORD0303,2025-11-29,sravan,Office Supplies,Pen,West,8,16544,0.08,1935.19,2025-11
ORD0304,2024-02-28,Pooja,Office Supplies,Notebook,East,5,20455,0.2,2531.81,2024-02
ORD0305,2025-05-05,Ravi,Office Supplies,Paper,East,7,9422,0.16,928.94,2025-05
ORD0306,2025-09-26,koushik,Furniture,Bookcase,West,7,23583,0.01,5762.5,2025-09
ORD0307,2025-12-12,sravan,Office Supplies,Notebook,East,9,37296,0.21,2692.3,2025-12
ORD0308,2024-02-12,sravan,Office Supplies,Notebook,South,2,5290,0.15,573.16,2024-02
ORD0309,2025-07-19,srujan,Furniture,Chair,East,10,29840,0.05,6660.0,2025-07
ORD0310,2025-03-07,Ananya,Technology,Monitor,West,10,39320,0.04,7204.58,2025-03
ORD0311,2025-03-15,Ravi,Office Supplies,Stapler,East,9,15966,0.13,3221.63,2025-03
ORD0312,2024-09-16,shyam,Office Supplies,Notebook,West,7,4417,0.04,366.89,2024-09
ORD0313,2024-05-18,sravan,Office Supplies,File Folder,East,2,5694,0.06,773.55,2024-05
ORD0314,2024-12-07,manoj,Office Supplies,Notebook,West,4,19756,0.18,2650.4,2024-12
ORD0315,2025-11-01,srujan,Office Supplies,Stapler,South,1,2188,0.19,422.08,2025-11
ORD0316,2024-06-24,Gnaneswara,Technology,Laptop,East,4,1260,0.26,80.04,2024-06
ORD0317,2024-06-14,Ravi,Office Supplies,File Folder,South,6,5784,0.25,813.19,2024-06
ORD0318,2024-05-17,Ananya,Office Supplies,Stapler,West,2,2708,0.08,561.25,2024-05
ORD0319,2024-07-27,koushik,Office Supplies,Paper,West,1,2071,0.07,347.86,2024-07
ORD0320,2024-02-09,manoj,Office Supplies,Notebook,East,10,32130,0.13,6607.88,2024-02
ORD0321,2024-01-19,manoj,Office Supplies,Stapler,South,10,13750,0.17,1133.82,2024-01
ORD0322,2025-09-15,shyam,Technology,Printer,West,8,23200,0.0,1620.35,2025-09
ORD0323,2025-11-23,sravan,Technology,Keyboard,West,8,12864,0.1,1012.07,2025-11
ORD0324,2024-07-29,Ravi,Office Supplies,Stapler,South,1,3012,0.23,361.19,2024-07
ORD0325,2025-11-02,Gnaneswara,Office Supplies,File Folder,East,4,18288,0.07,2183.85,2025-11
ORD0326,2025-05-08,shyam,Office Supplies,Notebook,North,9,27702,0.03,4444.88,2025-05
ORD0327,2024-11-09,manoj,Technology,Monitor,North,5,8650,0.07,928.24,2024-11
ORD0328,2024-08-11,Ravi,Technology,Keyboard,South,9,16830,0.06,3620.22,2024-08
ORD0329,2025-11-12,srujan,Office Supplies,Stapler,West,3,10068,0.09,1360.9,2025-11
ORD0330,2024-07-23,koushik,Office Supplies,Notebook,South,9,40986,0.29,2055.71,2024-07
ORD0331,2025-05-13,koushik,Office Supplies,Paper,North,10,10590,0.15,1327.99,2025-05
ORD0332,2024-01-15,Ravi,Furniture,Table,South,9,32598,0.04,5151.2,2024-01
ORD0333,2024-12-09,Gnaneswara,Technology,Mobile Phone,South,9,2070,0.21,349.14,2024-12
ORD0334,2024-09-30,manoj,Technology,Monitor,North,5,19960,0.25,1161.53,2024-09
ORD0335,2024-01-24,Pooja,Office Supplies,Notebook,South,7,6426,0.02,1120.85,2024-01
ORD0336,2024-09-11,Neha,Furniture,Bookcase,North,8,22392,0.05,1400.57,2024-09
ORD0337,2024-02-16,manoj,Furniture,Desk,North,3,10002,0.28,1108.74,2024-02
ORD0338,2024-07-13,sravan,Office Supplies,Pen,North,7,17269,0.28,1188.5,2024-07
ORD0339,2024-03-18,Ananya,Office Supplies,Pen,East,5,9925,0.24,1457.83,2024-03
ORD0340,2024-12-25,koushik,Furniture,Table,South,2,2372,0.04,555.12,2024-12
ORD0341,2024-05-28,Ananya,Office Supplies,Stapler,South,7,18165,0.09,3666.3,2024-05
ORD0342,2025-09-21,koushik,Technology,Laptop,South,7,19607,0.06,2484.81,2025-09
ORD0343,2024-08-03,Ravi,Furniture,Chair,East,1,4057,0.3,295.82,2024-08
ORD0344,2024-09-03,Ananya,Technology,Monitor,South,5,4880,0.19,270.01,2024-09
ORD0345,2024-06-03,sravan,Technology,Mobile Phone,South,4,9936,0.16,1172.08,2024-06
ORD0346,2025-10-11,koushik,Technology,Printer,West,8,19704,0.0,4557.17,2025-10
ORD0347,2025-10-08,sravan,Furniture,Bookcase,East,8,33104,0.14,2339.0,2025-10
ORD0348,2025-01-05,Ravi,Technology,Keyboard,East,6,17040,0.11,2097.71,2025-01
ORD0349,2024-03-22,koushik,Technology,Printer,South,9,40041,0.02,8012.9,2024-03
ORD0350,2024-04-06,Ravi,Office Supplies,Pen,East,6,28788,0.24,5047.42,2024-04
ORD0351,2025-07-13,shyam,Office Supplies,File Folder,West,7,26894,0.21,3012.65,2025-07
ORD0352,2025-03-13,shyam,Technology,Laptop,North,9,41598,0.27,2366.8,2025-03
ORD0353,2025-05-23,Ravi,Furniture,Chair,West,1,493,0.11,71.28,2025-05
ORD0354,2024-04-24,srujan,Technology,Mobile Phone,South,6,4290,0.18,231.11,2024-04
ORD0355,2024-04-09,Neha,Office Supplies,Pen,South,5,24410,0.22,3763.07,2024-04
ORD0356,2024-07-21,manoj,Technology,Mobile Phone,North,9,18666,0.19,1984.82,2024-07
ORD0357,2024-02-21,srujan,Office Supplies,File Folder,South,10,48950,0.06,6807.07,2024-02
ORD0358,2025-09-08,manoj,Office Supplies,Pen,North,6,3432,0.07,336.93,2025-09
ORD0359,2024-01-06,Ravi,Furniture,Table,West,3,14709,0.02,1292.13,2024-01
ORD0360,2024-07-28,manoj,Office Supplies,Paper,West,3,3252,0.13,563.12,2024-07
ORD0361,2025-07-25,Pooja,Office Supplies,Pen,North,7,19971,0.15,2089.32,2025-07
ORD0362,2024-06-05,sravan,Office Supplies,Paper,North,8,3304,0.14,154.68,2024-06
ORD0363,2025-03-10,sravan,Furniture,Bookcase,North,9,35802,0.24,3233.77,2025-03
ORD0364,2025-01-24,srujan,Technology,Mobile Phone,North,5,19880,0.14,1439.21,2025-01
ORD0365,2025-11-09,Ananya,Technology,Mobile Phone,North,3,12888,0.13,1737.82,2025-11
ORD0366,2024-04-07,Neha,Office Supplies,File Folder,South,1,281,0.15,17.48,2024-04
ORD0367,2024-11-07,Ravi,Office Supplies,Paper,South,9,22887,0.05,1224.9,2024-11
ORD0368,2024-09-07,Gnaneswara,Office Supplies,Pen,North,3,5478,0.03,335.91,2024-09
ORD0369,2025-05-11,Ananya,Furniture,Bookcase,West,9,41823,0.28,4502.2,2025-05
ORD0370,2025-09-11,Ananya,Office Supplies,Notebook,East,9,8793,0.04,499.76,2025-09
ORD0371,2024-02-23,Neha,Technology,Laptop,South,6,24378,0.11,2518.98,2024-02
ORD0372,2024-10-20,Pooja,Office Supplies,Notebook,East,8,34264,0.11,3377.87,2024-10
ORD0373,2025-06-24,shyam,Technology,Mobile Phone,East,6,14142,0.08,1171.18,2025-06
ORD0374,2025-05-29,Gnaneswara,Technology,Keyboard,North,2,6948,0.22,1162.15,2025-05
ORD0375,2024-01-20,manoj,Technology,Mobile Phone,North,2,8344,0.07,678.96,2024-01
ORD0376,2025-09-10,Ravi,Furniture,Table,West,7,8022,0.12,652.9,2025-09
ORD0377,2024-02-24,Neha,Office Supplies,Paper,South,5,2570,0.19,133.69,2024-02
ORD0378,2024-10-08,Ananya,Office Supplies,Pen,South,8,27216,0.22,1354.48,2024-10
ORD0379,2025-04-15,Pooja,Technology,Printer,East,2,4062,0.05,606.02,2025-04
ORD0380,2024-01-17,Pooja,Furniture,Desk,South,5,6820,0.23,841.37,2024-01
ORD0381,2025-12-29,srujan,Furniture,Chair,North,9,40320,0.04,4290.24,2025-12
ORD0382,2024-05-10,shyam,Furniture,Desk,West,10,10800,0.06,608.85,2024-05
ORD0383,2025-02-03,Pooja,Technology,Mobile Phone,West,7,26341,0.01,4282.44,2025-02
ORD0384,2024-06-17,Ananya,Office Supplies,Stapler,North,10,9160,0.07,1641.43,2024-06
ORD0385,2024-05-08,Ananya,Technology,Mobile Phone,South,1,1174,0.24,219.72,2024-05
ORD0386,2024-07-02,Neha,Furniture,Chair,North,9,31077,0.12,4029.54,2024-07
ORD0387,2024-10-27,Neha,Office Supplies,Notebook,West,7,22295,0.02,2545.52,2024-10
ORD0388,2025-05-18,Gnaneswara,Technology,Printer,East,2,664,0.01,110.96,2025-05
ORD0389,2024-01-03,shyam,Furniture,Bookcase,East,5,16055,0.06,2051.95,2024-01
ORD0390,2025-06-11,Ravi,Furniture,Table,North,7,5411,0.28,762.02,2025-06
ORD0391,2024-09-05,manoj,Furniture,Bookcase,North,6,11562,0.03,1576.84,2024-09
ORD0392,2025-11-25,sravan,Technology,Keyboard,North,5,23960,0.04,2235.23,2025-11
ORD0393,2024-12-31,sravan,Furniture,Chair,South,9,36801,0.26,2809.24,2024-12
ORD0394,2024-06-06,srujan,Technology,Mobile Phone,East,4,7672,0.29,630.03,2024-06
ORD0395,2025-01-02,sravan,Furniture,Chair,East,8,10056,0.25,1854.29,2025-01
ORD0396,2024-11-16,Gnaneswara,Office Supplies,Stapler,South,8,8856,0.23,1085.65,2024-11
ORD0397,2025-06-28,Ananya,Technology,Monitor,East,5,16905,0.1,862.11,2025-06
ORD0398,2025-05-02,Gnaneswara,Technology,Mobile Phone,West,8,8608,0.13,403.05,2025-05
ORD0399,2025-07-30,sravan,Office Supplies,Stapler,East,9,10557,0.22,645.27,2025-07
ORD0400,2025-10-19,shyam,Office Supplies,Pen,East,3,5409,0.1,329.48,2025-10
ORD0401,2024-06-19,sravan,Technology,Mobile Phone,West,4,16124,0.23,2835.7,2024-06
ORD0402,2025-07-08,koushik,Technology,Laptop,North,3,11592,0.05,759.69,2025-07
ORD0403,2024-12-18,Pooja,Office Supplies,Pen,East,2,8104,0.11,1511.24,2024-12
ORD0404,2025-01-11,sravan,Office Supplies,Paper,North,6,3600,0.2,351.96,2025-01
ORD0405,2025-03-08,Gnaneswara,Furniture,Table,South,6,7866,0.27,1133.76,2025-03
ORD0406,2024-08-29,srujan,Furniture,Sofa,East,3,12684,0.24,1792.43,2024-08
ORD0407,2024-06-05,shyam,Technology,Monitor,West,6,20370,0.08,2812.47,2024-06
ORD0408,2025-04-25,Gnaneswara,Technology,Printer,North,2,6812,0.03,1590.31,2025-04
ORD0409,2025-05-18,sravan,Furniture,Table,North,10,27230,0.13,5369.34,2025-05
ORD0410,2025-07-26,sravan,Office Supplies,Stapler,North,4,6240,0.14,713.95,2025-07
ORD0411,2024-11-29,shyam,Furniture,Table,North,6,12378,0.16,1420.95,2024-11
ORD0412,2025-09-26,shyam,Furniture,Chair,South,6,6912,0.04,646.75,2025-09
ORD0413,2025-05-29,Pooja,Office Supplies,Notebook,North,9,26199,0.14,1206.35,2025-05
ORD0414,2025-11-19,Pooja,Office Supplies,Stapler,East,4,19876,0.09,1445.62,2025-11
ORD0415,2024-08-11,Ravi,Furniture,Bookcase,South,7,33278,0.13,4931.66,2024-08
ORD0416,2025-04-02,shyam,Office Supplies,Paper,East,8,31816,0.23,1544.86,2025-04
ORD0417,2025-10-02,srujan,Technology,Printer,North,9,19917,0.16,3994.18,2025-10
ORD0418,2025-04-18,srujan,Technology,Laptop,North,10,36630,0.05,6826.39,2025-04
ORD0419,2024-10-14,srujan,Office Supplies,Stapler,South,7,10500,0.05,2302.98,2024-10
ORD0420,2025-05-28,manoj,Furniture,Chair,South,7,19327,0.1,1306.76,2025-05
ORD0421,2024-06-16,Neha,Furniture,Sofa,West,5,19615,0.23,1347.77,2024-06
ORD0422,2024-03-08,manoj,Office Supplies,Pen,South,4,9924,0.24,1173.18,2024-03
ORD0423,2025-06-19,Ravi,Technology,Printer,South,4,11996,0.21,2121.24,2025-06
ORD0424,2025-06-16,Pooja,Technology,Monitor,South,1,3677,0.08,225.66,2025-06
ORD0425,2025-07-30,Neha,Furniture,Sofa,West,2,5534,0.19,241.24,2025-07
ORD0426,2024-06-12,manoj,Furniture,Chair,North,1,4464,0.26,259.63,2024-06
ORD0427,2024-11-29,shyam,Furniture,Sofa,South,8,12232,0.04,2901.5,2024-11
ORD0428,2025-08-28,Ananya,Technology,Keyboard,North,7,33117,0.17,4015.34,2025-08
ORD0429,2025-06-24,srujan,Technology,Printer,North,6,16824,0.08,867.62,2025-06
ORD0430,2024-10-07,manoj,Furniture,Bookcase,South,3,10440,0.21,1037.24,2024-10
ORD0431,2025-04-12,Ananya,Office Supplies,Paper,North,5,7530,0.07,902.19,2025-04
ORD0432,2024-02-03,shyam,Office Supplies,Paper,West,7,2380,0.22,222.02,2024-02
ORD0433,2025-11-18,Pooja,Furniture,Table,West,8,23560,0.22,2858.06,2025-11
ORD0434,2024-08-11,sravan,Office Supplies,Pen,East,9,9909,0.08,1680.68,2024-08
ORD0435,2025-08-08,Ravi,Furniture,Chair,South,1,1164,0.02,100.81,2025-08
ORD0436,2024-08-26,koushik,Office Supplies,Paper,East,2,3282,0.3,338.88,2024-08
ORD0437,2024-07-17,Ananya,Furniture,Sofa,South,4,1800,0.19,176.97,2024-07
ORD0438,2025-07-17,manoj,Technology,Monitor,North,2,6264,0.28,831.32,2025-07
ORD0439,2025-06-11,sravan,Office Supplies,Paper,North,7,27993,0.2,1286.32,2025-06
ORD0440,2024-06-13,Neha,Technology,Mobile Phone,South,3,11535,0.13,1598.71,2024-06
ORD0441,2025-11-11,Pooja,Technology,Laptop,South,6,12912,0.09,1184.73,2025-11
ORD0442,2025-02-09,shyam,Office Supplies,File Folder,North,5,8630,0.16,1291.58,2025-02
ORD0443,2025-01-14,Pooja,Furniture,Chair,North,3,12705,0.23,1160.63,2025-01
ORD0444,2025-10-24,srujan,Furniture,Table,North,6,25290,0.09,1225.83,2025-10
ORD0445,2024-08-18,Gnaneswara,Office Supplies,File Folder,North,2,2902,0.08,629.22,2024-08
ORD0446,2025-11-02,Gnaneswara,Furniture,Desk,North,5,24900,0.12,2404.44,2025-11
ORD0447,2024-06-04,koushik,Office Supplies,Paper,West,6,15912,0.05,770.25,2024-06
ORD0448,2025-01-03,sravan,Technology,Mobile Phone,East,4,6468,0.14,1331.58,2025-01
ORD0449,2025-04-05,Pooja,Technology,Mobile Phone,North,5,22115,0.22,3496.46,2025-04
ORD0450,2024-08-06,Neha,Office Supplies,Pen,North,7,11893,0.26,793.04,2024-08
ORD0451,2025-11-16,sravan,Office Supplies,Pen,West,7,10948,0.28,1428.47,2025-11
ORD0452,2025-11-22,Pooja,Office Supplies,Pen,West,7,17031,0.14,3613.91,2025-11
ORD0453,2025-04-04,Ananya,Furniture,Sofa,East,3,4146,0.2,289.71,2025-04
ORD0454,2024-11-08,Ananya,Office Supplies,File Folder,East,10,46290,0.08,10013.95,2024-11
ORD0455,2025-08-28,Pooja,Furniture,Sofa,North,5,8915,0.17,515.12,2025-08
ORD0456,2024-08-16,manoj,Furniture,Chair,West,7,20195,0.06,3746.07,2024-08
ORD0457,2025-02-05,koushik,Furniture,Bookcase,East,5,18270,0.27,2746.39,2025-02
ORD0458,2025-08-24,Gnaneswara,Office Supplies,Pen,North,6,29340,0.15,3166.64,2025-08
ORD0459,2024-10-02,Gnaneswara,Technology,Laptop,East,3,5637,0.09,1007.71,2024-10
ORD0460,2024-05-02,Ananya,Furniture,Chair,South,5,8295,0.21,853.6,2024-05
ORD0461,2025-06-08,Pooja,Furniture,Bookcase,North,4,13060,0.28,1092.13,2025-06
ORD0462,2024-11-16,shyam,Office Supplies,Paper,East,5,5750,0.25,747.94,2024-11
ORD0463,2024-09-08,manoj,Furniture,Sofa,East,9,29610,0.23,2879.55,2024-09
ORD0464,2024-03-25,Pooja,Office Supplies,Stapler,North,9,22176,0.23,1021.15,2024-03
ORD0465,2025-06-16,manoj,Office Supplies,Stapler,East,6,28698,0.03,3046.48,2025-06
ORD0466,2025-06-26,shyam,Office Supplies,Notebook,West,2,9946,0.07,1597.09,2025-06
ORD0467,2025-01-13,manoj,Technology,Keyboard,North,4,6324,0.26,1108.26,2025-01
ORD0468,2025-10-11,manoj,Office Supplies,File Folder,East,8,14128,0.23,2422.17,2025-10
ORD0469,2025-08-20,shyam,Technology,Mobile Phone,South,10,41010,0.03,7360.79,2025-08
ORD0470,2025-08-28,Neha,Office Supplies,Notebook,East,5,21535,0.25,2945.96,2025-08
ORD0471,2024-12-17,manoj,Office Supplies,Notebook,South,3,13458,0.13,999.81,2024-12
ORD0472,2025-03-23,koushik,Office Supplies,Notebook,North,1,3501,0.26,335.06,2025-03
ORD0473,2024-08-08,Neha,Technology,Laptop,East,6,17094,0.14,1994.55,2024-08
ORD0474,2024-07-06,Gnaneswara,Furniture,Chair,South,8,20656,0.13,2400.64,2024-07
ORD0475,2025-07-10,manoj,Technology,Laptop,North,8,22984,0.24,4197.97,2025-07
ORD0476,2025-05-16,Ravi,Technology,Mobile Phone,East,2,8302,0.23,1295.49,2025-05
ORD0477,2025-08-14,koushik,Office Supplies,Stapler,North,8,12624,0.16,964.0,2025-08
ORD0478,2025-09-25,koushik,Furniture,Desk,East,4,11420,0.11,1521.94,2025-09
ORD0479,2025-08-30,manoj,Office Supplies,Notebook,East,4,19692,0.1,3576.27,2025-08
ORD0480,2025-05-11,Gnaneswara,Technology,Monitor,East,10,25850,0.24,4510.17,2025-05
ORD0481,2025-05-26,sravan,Furniture,Desk,East,6,15108,0.14,1247.5,2025-05
ORD0482,2024-06-05,srujan,Technology,Printer,North,10,9740,0.02,570.55,2024-06
ORD0483,2024-08-05,koushik,Furniture,Bookcase,North,9,16560,0.06,2156.59,2024-08
ORD0484,2025-08-25,koushik,Technology,Monitor,North,2,2376,0.02,245.93,2025-08
ORD0485,2024-03-18,Ravi,Office Supplies,Pen,East,3,3594,0.2,398.92,2024-03
ORD0486,2025-08-22,Pooja,Office Supplies,Paper,East,6,13656,0.16,2575.14,2025-08
ORD0487,2024-05-23,srujan,Technology,Mobile Phone,South,6,29298,0.03,6601.98,2024-05
ORD0488,2025-05-06,Neha,Technology,Printer,West,3,7917,0.11,670.68,2025-05
ORD0489,2025-09-22,manoj,Office Supplies,Paper,South,9,6327,0.14,1293.88,2025-09
ORD0490,2024-03-20,manoj,Furniture,Sofa,West,5,14560,0.2,1124.64,2024-03
ORD0491,2024-12-14,koushik,Technology,Laptop,East,9,6939,0.01,1510.18,2024-12
ORD0492,2024-06-25,Pooja,Office Supplies,Pen,West,6,18744,0.08,4041.76,2024-06
ORD0493,2025-06-06,Ananya,Furniture,Desk,West,5,17705,0.28,1367.44,2025-06
ORD0494,2025-10-28,Neha,Technology,Printer,West,10,5460,0.19,965.85,2025-10
ORD0495,2024-03-07,Ravi,Office Supplies,Notebook,North,10,23680,0.29,3401.05,2024-03
ORD0496,2025-12-20,koushik,Technology,Monitor,West,9,11763,0.22,518.33,2025-12
ORD0497,2025-08-04,Neha,Technology,Mobile Phone,West,4,18260,0.07,3594.68,2025-08
ORD0498,2024-04-11,srujan,Furniture,Desk,South,10,48820,0.25,4513.9,2024-04
ORD0499,2024-01-24,Neha,Furniture,Sofa,North,4,8732,0.19,630.2,2024-01
ORD0500,2024-12-27,sravan,Technology,Monitor,South,3,10560,0.12,1475.18,2024-12
ORD0501,2025-11-05,koushik,Technology,Monitor,West,1,1500,0.06,224.97,2025-11
ORD0502,2025-11-29,Ravi,Office Supplies,Notebook,South,2,9490,0.22,1332.78,2025-11
ORD0503,2025-12-06,koushik,Office Supplies,Stapler,North,8,36752,0.25,6405.01,2025-12
ORD0504,2025-06-25,manoj,Furniture,Bookcase,East,2,6788,0.25,1007.3,2025-06
ORD0505,2024-12-15,Gnaneswara,Office Supplies,File Folder,East,10,28760,0.26,4607.86,2024-12
ORD0506,2025-02-21,koushik,Technology,Laptop,South,9,32526,0.26,4604.94,2025-02
ORD0507,2024-08-29,Ravi,Furniture,Desk,South,3,3915,0.11,796.97,2024-08
ORD0508,2025-10-24,manoj,Technology,Keyboard,North,2,7770,0.2,813.0,2025-10
ORD0509,2024-05-13,shyam,Technology,Mobile Phone,North,5,21985,0.02,2165.49,2024-05
ORD0510,2025-12-24,manoj,Technology,Mobile Phone,South,9,18990,0.23,3092.92,2025-12
ORD0511,2024-12-24,Neha,Technology,Mobile Phone,South,2,932,0.25,155.01,2024-12
ORD0512,2025-01-26,sravan,Office Supplies,File Folder,South,5,6210,0.29,330.84,2025-01
ORD0513,2024-04-15,srujan,Furniture,Sofa,North,8,34904,0.26,1918.39,2024-04
ORD0514,2024-04-01,Pooja,Technology,Monitor,South,10,46390,0.2,8130.36,2024-04
ORD0515,2025-12-31,Ravi,Technology,Mobile Phone,West,7,21329,0.23,2924.46,2025-12
ORD0516,2025-09-14,Gnaneswara,Furniture,Table,East,4,10692,0.06,621.82,2025-09
ORD0517,2024-06-27,Ravi,Technology,Keyboard,North,8,26824,0.03,2763.63,2024-06
ORD0518,2024-02-22,Gnaneswara,Technology,Keyboard,East,8,18760,0.11,980.81,2024-02
ORD0519,2025-03-28,Neha,Furniture,Chair,North,3,498,0.16,61.97,2025-03
ORD0520,2025-11-10,Gnaneswara,Furniture,Desk,North,4,15856,0.25,2436.56,2025-11
ORD0521,2025-06-03,Pooja,Technology,Printer,East,7,12026,0.15,1173.5,2025-06
ORD0522,2025-02-13,srujan,Technology,Monitor,North,1,3181,0.19,517.98,2025-02
ORD0523,2024-08-12,Gnaneswara,Technology,Keyboard,West,2,366,0.09,69.22,2024-08
ORD0524,2025-08-11,koushik,Furniture,Table,East,5,2505,0.06,191.4,2025-08
ORD0525,2025-07-28,Pooja,Technology,Mobile Phone,West,10,48460,0.03,9152.52,2025-07
ORD0526,2024-10-03,sravan,Technology,Laptop,North,8,15920,0.02,3837.61,2024-10
ORD0527,2025-04-06,Neha,Furniture,Bookcase,South,7,4788,0.26,258.7,2025-04
ORD0528,2024-06-26,Ananya,Office Supplies,File Folder,West,2,434,0.28,45.48,2024-06
ORD0529,2025-01-13,koushik,Technology,Printer,South,9,39141,0.22,5004.04,2025-01
ORD0530,2025-09-02,srujan,Furniture,Bookcase,North,2,6680,0.17,1175.94,2025-09
ORD0531,2024-07-25,Ananya,Furniture,Chair,West,6,10320,0.11,459.63,2024-07
ORD0532,2025-09-04,Ananya,Furniture,Chair,West,7,13237,0.03,2972.77,2025-09
ORD0533,2024-03-24,sravan,Office Supplies,Paper,South,8,17824,0.16,3102.17,2024-03
ORD0534,2024-08-10,srujan,Technology,Keyboard,South,1,2496,0.16,305.72,2024-08
ORD0535,2024-06-23,manoj,Technology,Printer,North,10,33990,0.12,3928.0,2024-06
ORD0536,2025-06-22,sravan,Technology,Monitor,East,1,1995,0.25,308.34,2025-06
ORD0537,2024-12-08,Ravi,Furniture,Desk,West,2,6216,0.15,656.66,2024-12
ORD0538,2025-05-25,Gnaneswara,Office Supplies,Stapler,East,10,32740,0.23,3950.25,2025-05
ORD0539,2024-08-14,sravan,Technology,Monitor,North,10,34180,0.18,4223.03,2024-08
ORD0540,2025-05-24,Pooja,Technology,Mobile Phone,South,6,5298,0.26,472.66,2025-05
ORD0541,2024-01-11,sravan,Furniture,Chair,North,8,20872,0.08,2398.84,2024-01
ORD0542,2025-02-02,Pooja,Technology,Keyboard,West,10,23190,0.06,2997.49,2025-02
ORD0543,2024-01-17,koushik,Office Supplies,Stapler,East,8,20328,0.03,4546.8,2024-01
ORD0544,2024-09-13,Gnaneswara,Furniture,Table,North,4,16436,0.1,742.04,2024-09
ORD0545,2024-01-16,Pooja,Furniture,Bookcase,North,2,7866,0.06,609.02,2024-01
ORD0546,2024-06-03,Ravi,Technology,Mobile Phone,South,7,32228,0.25,4086.86,2024-06
ORD0547,2024-01-27,shyam,Office Supplies,Paper,North,9,8766,0.21,1630.02,2024-01
ORD0548,2024-03-23,Ananya,Furniture,Table,North,1,4394,0.12,397.49,2024-03
ORD0549,2024-11-18,Neha,Technology,Keyboard,North,4,2580,0.0,269.96,2024-11
ORD0550,2024-07-17,koushik,Furniture,Chair,East,10,37970,0.03,5947.7,2024-07
ORD0551,2025-08-09,srujan,Furniture,Table,West,5,14240,0.01,1984.48,2025-08
ORD0552,2024-10-23,manoj,Technology,Laptop,North,9,33336,0.18,2158.02,2024-10
ORD0553,2025-10-04,Ravi,Furniture,Sofa,East,2,8280,0.2,1490.32,2025-10
ORD0554,2024-08-23,srujan,Furniture,Sofa,North,3,10785,0.04,1071.06,2024-08
ORD0555,2024-08-01,koushik,Furniture,Chair,East,4,16260,0.03,1088.49,2024-08
ORD0556,2024-03-29,sravan,Furniture,Chair,North,6,17784,0.06,4073.76,2024-03
ORD0557,2024-07-19,Ravi,Technology,Printer,West,1,1685,0.12,223.77,2024-07
ORD0558,2025-11-06,shyam,Furniture,Bookcase,North,10,14200,0.29,1024.84,2025-11
ORD0559,2024-11-08,manoj,Office Supplies,Stapler,South,7,12971,0.18,2303.64,2024-11
ORD0560,2024-11-19,manoj,Technology,Printer,East,6,22062,0.28,2091.0,2024-11
ORD0561,2024-05-31,srujan,Technology,Mobile Phone,North,8,18896,0.04,1410.44,2024-05
ORD0562,2025-07-13,Gnaneswara,Furniture,Bookcase,East,10,9930,0.3,1093.31,2025-07
ORD0563,2025-05-01,sravan,Office Supplies,Pen,East,10,13530,0.2,1270.46,2025-05
ORD0564,2025-06-19,Ravi,Technology,Keyboard,East,8,19432,0.25,2801.04,2025-06
ORD0565,2025-03-29,Neha,Furniture,Sofa,South,9,32373,0.1,6686.11,2025-03
ORD0566,2024-04-29,sravan,Furniture,Sofa,East,10,16140,0.06,1751.57,2024-04
ORD0567,2025-09-03,Gnaneswara,Office Supplies,Notebook,East,3,13722,0.19,2083.98,2025-09
ORD0568,2024-02-24,Pooja,Office Supplies,File Folder,North,8,13048,0.18,2487.7,2024-02
ORD0569,2024-08-02,manoj,Technology,Keyboard,East,9,1845,0.28,117.67,2024-08
ORD0570,2024-11-16,sravan,Furniture,Chair,North,2,1768,0.16,336.18,2024-11
ORD0571,2024-01-21,sravan,Technology,Keyboard,South,1,3403,0.1,155.01,2024-01
ORD0572,2024-07-11,shyam,Office Supplies,Pen,East,3,1176,0.25,45.04,2024-07
